date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2012_01_03 23:07:17	39.70	30.40	37.00	90.00	309.00	 5.00	 2.00
2012_01_03 23:13:34	39.60	30.40	36.90	90.00	309.00	 5.00	 0.00
2012_01_03 23:19:51	39.50	30.40	36.70	89.60	309.00	 5.00	 0.00
2012_01_03 23:26:10	39.50	30.40	36.80	90.00	309.00	 5.00	 0.80
2012_01_03 23:32:27	39.70	30.40	37.30	91.00	309.00	 5.00	 0.00
2012_01_03 23:45:00	39.70	30.40	37.00	90.00	309.00	 5.00	 1.60
2012_01_03 23:51:22	39.60	30.40	36.70	89.40	309.00	 5.00	 3.80
2012_01_03 23:57:39	39.60	30.40	36.60	89.00	309.00	 6.00	 4.40
2012_01_04 00:03:55	39.60	30.40	36.60	89.00	309.00	 6.00	 2.40
2012_01_04 00:10:11	39.60	30.40	36.60	89.00	309.00	 3.00	 0.40
2012_01_04 00:16:27	39.60	30.40	36.60	89.00	309.00	 3.00	 0.00
2012_01_04 00:22:43	39.50	30.40	36.50	89.00	309.00	 3.00	 0.00
2012_01_04 00:28:58	39.40	30.40	36.60	89.60	309.00	 3.00	 0.00
2012_01_04 00:47:46	39.20	30.40	36.60	90.40	186.80	 8.00	 5.60
2012_01_04 00:54:02	39.20	30.40	36.80	91.00	111.00	 8.00	 5.20
2012_01_04 01:00:18	39.20	30.40	36.70	90.60	111.00	 8.00	 3.00
2012_01_04 01:06:35	39.20	30.40	36.50	90.00	111.00	 5.00	 3.60
2012_01_04 01:12:51	39.30	30.40	36.60	90.00	112.80	 8.00	 6.00
2012_01_04 01:19:07	39.40	30.40	36.70	90.00	119.40	 8.00	 6.20
2012_01_04 01:25:23	39.40	30.40	36.50	89.40	126.00	 8.00	 4.20
2012_01_04 01:31:38	39.30	30.40	36.30	89.00	126.00	 8.00	 4.80
2012_01_04 01:37:54	39.30	30.40	36.30	89.00	126.00	 6.00	 0.80
2012_01_04 01:44:11	39.10	30.40	36.10	89.00	126.00	 6.00	 0.40
2012_01_04 01:50:26	38.90	30.40	36.20	89.80	110.40	11.00	 8.20
2012_01_04 01:56:42	38.90	30.40	36.20	90.00	98.20	11.00	 8.20
2012_01_04 02:02:58	38.60	30.40	35.90	90.00	98.00	11.00	 7.20
2012_01_04 02:09:14	38.50	30.40	36.00	90.60	112.60	 8.00	 6.20
2012_01_04 02:15:30	38.50	30.40	35.80	90.00	129.00	 8.00	 5.80
2012_01_04 02:21:47	38.50	30.40	35.80	90.00	125.20	 8.00	 5.00
2012_01_04 02:28:12	38.40	30.40	35.80	90.40	119.20	 8.00	 5.00
2012_01_04 02:34:27	38.20	30.40	35.60	90.40	99.40	 8.00	 3.60
2012_01_04 02:40:43	37.90	30.40	35.40	90.80	99.60	 5.00	 4.60
2012_01_04 02:46:59	37.70	30.40	35.50	91.60	100.00	 5.00	 4.60
2012_01_04 02:53:16	37.80	30.40	35.90	92.60	100.00	 6.00	 4.40
2012_01_04 02:59:32	38.00	30.40	35.90	92.20	100.00	 7.00	 5.60
2012_01_04 03:05:48	38.00	30.40	35.80	91.80	100.00	 7.00	 5.80
2012_01_04 03:12:03	37.90	30.40	35.50	91.00	100.20	 7.00	 3.60
2012_01_04 03:18:20	37.90	30.40	35.50	91.00	99.60	 7.00	 3.60
2012_01_04 03:24:36	37.90	30.40	35.50	91.00	99.80	 7.00	 3.80
2012_01_04 03:30:52	37.90	30.40	35.70	91.60	99.60	 7.00	 3.80
2012_01_04 03:37:08	37.70	30.40	35.60	92.00	85.80	 5.00	 3.80
2012_01_04 03:43:24	37.50	30.40	35.40	92.00	86.00	 5.00	 2.60
2012_01_04 03:49:40	37.40	30.40	35.60	93.00	86.00	 5.00	 2.00
2012_01_04 03:55:56	37.40	30.40	35.60	93.00	86.00	 5.00	 2.20
2012_01_04 04:10:15	37.40	30.40	35.60	93.00	86.00	 3.00	 1.20
2012_01_04 04:16:31	37.30	30.40	35.50	93.00	86.00	 3.00	 1.40
2012_01_04 04:22:47	37.10	30.40	35.30	93.00	86.00	 3.00	 2.20
2012_01_04 04:29:03	37.00	30.40	35.20	93.00	86.00	 3.00	 2.00
2012_01_04 04:35:20	37.00	30.30	35.20	93.00	86.00	 4.00	 2.80
2012_01_04 04:41:36	36.80	30.30	35.00	93.00	86.00	 4.00	 1.40
2012_01_04 04:47:52	36.70	30.30	34.90	93.00	86.00	 4.00	 0.60
2012_01_04 04:54:08	36.70	30.30	35.10	94.00	86.00	 4.00	 1.80
2012_01_04 05:00:24	36.70	30.30	35.10	94.00	86.00	 4.00	 1.40
2012_01_04 05:06:40	36.90	30.30	35.30	94.00	86.00	 3.00	 2.40
2012_01_04 05:12:56	36.90	30.40	35.30	94.00	86.00	 4.00	 2.60
2012_01_04 05:19:13	36.90	30.40	35.30	94.00	87.20	 6.00	 4.60
2012_01_04 05:25:29	37.00	30.40	35.30	93.60	112.60	 7.00	 5.60
2012_01_04 05:31:45	37.10	30.40	35.30	93.00	148.00	 7.00	 3.20
2012_01_04 05:38:01	37.10	30.40	35.30	93.00	148.00	 4.00	 2.00
2012_01_04 05:44:18	37.30	30.40	35.50	93.00	148.00	 5.00	 2.60
2012_01_04 05:50:34	37.50	30.40	35.70	92.80	146.60	 7.00	 5.40
2012_01_04 05:56:51	37.90	30.40	35.90	92.40	135.80	 7.00	 6.20
2012_01_04 06:04:08	38.20	30.40	35.90	91.40	140.20	 8.00	 6.20
2012_01_04 06:10:46	38.00	30.40	35.60	91.00	141.00	 8.00	 4.60
2012_01_04 06:17:03	38.00	30.40	35.40	90.60	140.00	 8.00	 4.40
2012_01_04 06:23:20	37.80	30.40	35.40	91.00	130.80	 8.00	 3.80
2012_01_04 06:29:36	37.70	30.40	35.30	91.00	128.00	 8.00	 0.80
2012_01_04 06:35:52	37.50	30.40	35.40	92.00	128.00	 4.00	 2.00
2012_01_04 06:42:09	37.30	30.40	35.20	92.00	65.00	 5.00	 3.40
2012_01_04 06:48:25	37.30	30.40	35.20	92.00	65.00	 5.00	 4.00
2012_01_04 06:54:42	37.20	30.40	35.20	92.40	65.00	 5.00	 2.40
2012_01_04 07:00:58	37.30	30.40	35.50	93.00	65.00	 5.00	 0.00
2012_01_04 07:44:50	37.90	30.40	35.80	92.00	65.00	 3.00	 1.20
2012_01_04 07:51:06	38.00	30.40	36.10	92.60	65.00	 3.00	 0.00
2012_01_04 07:57:21	38.00	30.40	35.90	92.00	65.00	 3.00	 0.00
2012_01_04 08:03:37	37.90	30.40	35.80	92.00	65.00	 3.00	 1.60
2012_01_04 08:09:53	37.90	30.30	36.10	93.00	65.00	 3.00	 0.80
2012_01_04 08:16:09	38.00	30.40	36.20	93.00	40.00	 4.00	 3.20
2012_01_04 08:22:25	38.20	30.40	36.30	92.60	355.00	 5.00	 3.20
2012_01_04 08:28:40	38.40	30.40	36.40	92.40	355.00	 5.00	 1.80
2012_01_04 08:34:56	38.70	30.40	36.60	92.00	355.00	 5.00	 0.00
2012_01_04 08:53:42	39.10	30.40	36.70	91.00	355.00	 2.00	 0.40
2012_01_04 08:59:58	39.80	30.40	37.30	90.60	355.00	 2.00	 0.00
2012_01_04 09:06:15	40.60	30.40	37.50	88.60	355.00	 1.00	 0.00
2012_01_04 09:12:31	41.20	30.40	37.70	87.60	118.00	 5.00	 3.60
2012_01_04 09:18:47	41.50	30.30	37.80	86.40	93.60	 7.00	 5.60
2012_01_04 09:25:02	41.20	30.30	37.30	86.00	113.60	 7.00	 4.60
2012_01_04 09:31:22	41.10	30.30	37.20	86.00	138.00	 7.00	 2.00
2012_01_04 09:37:54	41.50	30.30	37.40	85.40	138.00	 4.00	 0.40
2012_01_04 09:44:13	41.90	30.30	37.50	84.60	138.00	 4.00	 0.00
2012_01_04 09:50:28	41.70	30.30	37.20	84.00	138.00	 4.00	 0.00
2012_01_04 09:56:44	40.90	30.30	36.70	85.00	138.00	 4.00	 0.80
2012_01_04 10:03:00	40.50	30.30	36.80	86.80	137.60	 5.00	 3.40
2012_01_04 10:09:14	40.60	30.30	36.80	86.40	135.00	 5.00	 4.20
2012_01_04 10:15:30	40.50	30.30	36.90	87.00	135.00	 5.00	 3.00
2012_01_04 10:21:44	40.40	30.30	36.70	86.60	147.60	 6.00	 3.60
2012_01_04 10:27:58	40.60	30.30	37.00	87.00	148.00	 6.00	 3.40
2012_01_04 10:34:13	40.70	30.30	37.10	87.00	148.00	 6.00	 2.60
2012_01_04 10:40:27	41.20	30.30	37.50	86.40	148.00	 5.00	 0.40
2012_01_04 10:46:42	41.60	30.30	37.30	84.80	148.00	 5.00	 0.00
2012_01_04 10:52:56	41.00	30.30	36.80	85.00	148.00	 5.00	 0.00
2012_01_04 10:59:10	40.50	30.30	36.70	86.40	148.00	 5.00	 1.00
2012_01_04 11:05:25	40.00	30.30	36.60	87.80	148.00	 2.00	 0.60
2012_01_04 11:11:40	40.40	30.30	37.40	89.00	148.00	 2.00	 0.00
2012_01_04 11:17:54	41.30	30.30	37.60	86.80	148.00	 2.00	 0.00
2012_01_04 11:24:09	41.90	30.30	37.80	85.20	148.00	 2.00	 0.00
2012_01_04 11:30:24	41.90	30.30	37.40	84.00	148.00	 2.00	 0.20
2012_01_04 11:36:38	40.80	30.30	36.90	86.00	148.00	 2.00	 0.00
2012_01_04 11:42:52	40.30	30.30	36.70	87.20	148.00	 2.00	 0.00
2012_01_04 11:49:07	39.80	30.30	36.70	88.60	148.00	 2.00	 0.20
2012_01_04 11:55:21	39.50	30.30	36.80	89.80	148.00	 4.00	 0.80
2012_01_04 12:01:36	39.50	30.30	36.80	90.00	148.00	 4.00	 0.00
2012_01_04 12:14:04	40.20	30.30	37.20	89.00	148.00	 2.00	 0.00
2012_01_04 12:20:19	40.40	30.30	37.40	89.00	148.00	 2.00	 0.00
2012_01_04 12:26:34	40.40	30.30	37.40	89.00	148.00	 2.00	 0.40
2012_01_04 12:32:49	40.50	30.30	37.50	89.00	148.00	 2.00	 0.00
2012_01_04 12:39:03	41.00	30.30	37.70	88.20	148.00	 5.00	 2.20
2012_01_04 12:45:18	41.10	30.30	37.80	87.80	148.00	 5.00	 2.60
2012_01_04 12:51:40	41.50	30.30	38.20	88.00	148.00	 5.00	 0.20
2012_01_04 12:57:59	42.10	30.30	38.30	86.40	148.00	 7.00	 3.40
2012_01_04 13:04:15	41.80	30.30	37.90	86.00	148.00	 7.00	 2.20
2012_01_04 13:10:29	42.00	30.30	38.10	86.20	148.00	 4.00	 0.00
2012_01_04 13:16:45	42.70	30.20	38.50	85.00	148.00	 4.00	 0.00
2012_01_04 13:23:00	42.50	30.20	38.00	84.00	148.00	 4.00	 0.00
2012_01_04 13:29:15	41.90	30.20	37.70	85.20	148.00	 4.00	 0.00
2012_01_04 13:35:29	41.10	30.20	37.40	86.60	148.00	 2.00	 0.40
2012_01_04 13:41:50	40.80	30.20	37.50	88.00	148.00	 2.00	 0.00
2012_01_04 13:48:13	40.60	30.20	37.40	88.40	148.00	 2.00	 0.00
2012_01_04 13:54:37	40.50	30.20	37.20	88.00	148.00	 2.00	 0.00
2012_01_04 14:01:00	40.70	30.20	37.10	87.00	148.00	 2.00	 0.00
2012_01_04 14:07:25	40.90	30.20	36.90	85.80	148.00	 5.00	 1.20
2012_01_04 14:13:48	41.00	30.20	37.70	87.80	148.00	 5.00	 0.40
2012_01_04 14:20:18	41.20	30.20	37.30	86.20	148.00	 6.00	 1.80
2012_01_04 14:26:46	41.00	30.20	37.30	86.60	148.00	 6.00	 0.00
2012_01_04 14:33:15	40.70	30.20	37.30	87.40	148.00	 6.00	 0.60
2012_01_04 14:39:44	40.50	30.20	37.50	89.20	148.00	 5.00	 1.40
2012_01_04 14:46:13	40.10	30.20	36.70	87.40	80.00	 5.00	 0.40
2012_01_04 14:52:43	40.10	30.20	37.00	88.40	274.00	 6.00	 4.20
2012_01_04 14:59:12	40.20	30.20	37.30	89.20	292.00	 6.00	 4.00
2012_01_04 15:05:26	40.20	30.20	37.80	91.00	290.00	 5.00	 3.40
2012_01_04 15:11:39	40.20	30.20	37.60	90.40	292.00	 5.00	 3.80
2012_01_04 15:17:53	40.30	30.20	37.60	90.00	292.00	 5.00	 3.00
2012_01_04 15:24:07	40.30	30.20	37.60	90.00	292.00	 5.00	 3.20
2012_01_04 15:30:21	40.30	30.20	37.70	90.40	292.00	 5.00	 3.20
2012_01_04 15:36:35	40.30	30.20	37.60	90.00	292.00	 5.00	 3.80
2012_01_04 15:42:48	40.40	30.20	37.70	89.80	319.80	 6.00	 3.80
2012_01_04 15:49:02	40.50	30.20	38.00	90.40	326.60	 6.00	 3.40
2012_01_04 15:55:16	40.60	30.20	37.90	90.00	327.00	 6.00	 3.00
2012_01_04 16:01:30	40.60	30.20	37.90	90.00	327.00	 6.00	 1.00
2012_01_04 16:07:45	40.50	30.20	37.70	89.40	326.80	 3.00	 2.20
2012_01_04 16:13:58	40.60	30.20	38.00	90.40	326.00	 4.00	 2.40
2012_01_04 16:20:12	40.60	30.20	38.20	91.00	317.00	 5.00	 3.20
2012_01_04 16:26:26	40.60	30.20	38.20	91.00	317.00	 5.00	 1.80
2012_01_04 16:32:44	40.60	30.20	38.10	90.60	317.00	 5.00	 0.60
2012_01_04 16:39:07	40.70	30.20	38.00	90.00	235.40	 4.00	 1.40
2012_01_04 16:45:21	40.70	30.20	38.10	90.20	113.00	 4.00	 1.00
2012_01_04 16:51:35	40.80	30.20	38.30	90.60	113.00	 4.00	 0.60
2012_01_04 16:57:49	40.80	30.20	38.10	90.00	113.00	 4.00	 0.40
2012_01_04 17:10:12	40.90	30.20	38.70	91.80	113.00	 2.00	 0.40
2012_01_04 17:16:26	40.90	30.20	38.80	92.00	113.00	 2.00	 0.20
2012_01_04 17:22:40	40.80	30.20	38.70	92.00	113.00	 2.00	 0.00
2012_01_04 17:29:00	40.70	30.20	38.60	91.80	113.00	 2.00	 0.40
2012_01_04 17:36:24	40.80	30.20	38.70	92.00	113.00	 4.00	 1.20
2012_01_04 17:43:57	40.70	30.20	38.60	92.00	113.00	 5.00	 1.20
2012_01_04 17:50:35	40.70	30.20	38.60	92.00	113.00	 5.00	 0.40
2012_01_04 17:57:12	40.70	30.20	38.60	92.00	113.00	 5.00	 0.80
2012_01_04 18:03:26	40.70	30.20	38.60	92.20	113.00	 5.00	 0.40
2012_01_04 18:09:40	40.70	30.10	38.80	93.00	123.00	 6.00	 2.80
2012_01_04 18:15:54	40.70	30.10	38.80	93.00	163.00	 6.00	 3.60
2012_01_04 18:22:08	40.70	30.10	38.80	93.00	112.20	 6.00	 2.40
2012_01_04 18:28:22	40.70	30.10	38.80	93.00	74.00	 6.00	 2.00
2012_01_04 18:34:35	40.70	30.10	38.80	93.00	74.00	 6.00	 0.40
2012_01_04 18:40:49	40.80	30.10	38.90	93.00	74.00	 4.00	 0.80
2012_01_04 18:47:03	40.80	30.10	38.90	93.00	118.80	14.00	 7.40
2012_01_04 18:53:18	41.20	30.10	38.90	91.40	229.60	28.00	 4.80
2012_01_04 18:59:32	41.10	30.10	38.90	91.60	160.60	28.00	 5.20
2012_01_04 19:05:46	41.10	30.10	38.50	90.60	203.00	 7.00	 4.60
2012_01_04 19:12:01	41.40	30.10	38.10	88.00	204.80	 9.00	 4.60
2012_01_04 19:18:16	41.50	30.10	38.20	88.00	261.00	 9.00	 6.00
2012_01_04 19:24:30	41.40	30.10	38.20	88.40	279.00	 9.00	 3.60
2012_01_04 19:30:44	41.50	30.10	38.40	88.80	318.80	 9.00	 4.80
2012_01_04 19:36:58	41.40	30.10	38.70	90.00	181.00	 6.00	 3.00
2012_01_04 19:43:12	41.90	30.10	38.20	86.40	210.60	17.00	11.20
2012_01_04 19:49:26	43.50	30.10	38.20	81.40	195.20	17.00	 4.40
2012_01_04 19:56:01	42.80	30.10	38.10	83.20	277.00	17.00	 4.00
2012_01_04 20:02:24	43.30	30.10	37.70	80.40	198.00	21.00	 6.60
2012_01_04 20:08:38	44.30	30.10	37.70	77.20	314.60	21.00	 4.00
2012_01_04 20:14:52	43.60	30.10	38.00	80.60	301.20	21.00	 6.00
2012_01_04 20:21:07	42.40	30.10	38.50	86.00	296.00	21.00	 7.60
2012_01_04 20:27:21	42.30	30.10	38.40	86.20	340.20	21.00	 4.80
2012_01_04 20:33:35	42.20	30.10	38.70	87.40	314.80	21.00	 6.40
2012_01_04 20:39:49	41.90	30.10	38.70	88.20	316.20	 8.00	 3.60
2012_01_04 20:48:03	41.80	30.10	38.80	89.00	310.20	 8.00	 2.60
2012_01_04 20:54:18	41.80	30.10	38.80	89.00	302.80	 8.00	 2.20
2012_01_04 21:00:32	42.20	30.10	38.60	87.00	99.60	 8.00	 4.80
2012_01_04 21:06:46	42.50	30.10	38.80	86.40	177.80	 9.00	 2.20
2012_01_04 21:13:01	42.50	30.10	38.70	86.60	186.00	 9.00	 4.00
2012_01_04 21:19:16	45.70	30.10	36.70	71.00	168.80	23.00	13.80
2012_01_04 21:25:30	53.50	30.10	32.30	44.40	167.00	23.00	16.00
2012_01_04 21:31:44	57.30	30.10	32.00	38.00	181.00	28.00	15.60
2012_01_04 21:37:58	57.70	30.10	31.10	36.20	168.80	34.00	16.20
2012_01_04 21:44:13	58.20	30.10	30.40	34.60	141.20	41.00	20.20
2012_01_04 21:50:27	57.90	30.10	30.50	35.20	149.40	47.00	22.40
2012_01_04 21:56:41	57.70	30.10	29.70	34.20	134.60	47.00	25.60
2012_01_04 22:02:56	57.40	30.10	30.00	35.00	224.00	47.00	 4.60
2012_01_04 22:09:11	57.00	30.10	29.90	35.40	115.00	38.00	15.20
2012_01_04 22:15:25	56.70	30.10	30.60	36.80	199.40	51.00	24.20
2012_01_04 22:21:39	55.60	30.10	32.00	40.60	169.20	51.00	23.00
2012_01_04 22:27:54	54.70	30.10	32.60	42.80	159.80	51.00	18.80
2012_01_04 22:34:09	54.70	30.10	33.50	44.40	172.80	51.00	25.20
2012_01_04 22:40:23	55.50	30.10	34.20	44.40	160.00	45.00	21.80
2012_01_04 22:46:37	55.60	30.10	34.40	44.60	160.40	45.00	21.60
2012_01_04 22:52:51	55.50	30.10	35.80	47.40	165.00	56.00	30.40
2012_01_04 23:00:06	55.70	30.10	35.90	47.20	155.80	56.00	29.60
2012_01_04 23:06:35	55.30	30.10	36.20	48.60	140.60	49.00	22.20
2012_01_04 23:13:24	54.60	30.10	37.10	51.40	129.20	49.00	23.20
2012_01_04 23:20:17	54.10	30.10	37.60	53.60	145.80	49.00	27.00
2012_01_04 23:26:35	53.70	30.10	37.90	55.00	161.60	49.00	23.40
2012_01_04 23:32:54	53.70	30.10	38.10	55.40	152.80	51.00	30.40
2012_01_04 23:39:10	53.50	30.10	38.50	56.60	146.00	50.00	25.80
2012_01_04 23:45:25	53.40	30.10	38.70	57.20	155.80	50.00	23.80
2012_01_04 23:51:43	53.10	30.10	39.20	59.20	163.80	51.00	21.00
2012_01_04 23:57:59	52.50	30.10	39.10	60.20	179.40	51.00	24.40
2012_01_05 00:04:16	51.50	30.10	39.00	62.20	169.20	51.00	19.40
2012_01_05 00:10:31	50.90	30.10	39.30	64.20	159.80	26.00	16.40
2012_01_05 00:16:45	50.50	30.10	38.90	64.20	177.60	32.00	19.40
2012_01_05 00:22:59	51.60	30.10	38.30	60.40	181.80	32.00	23.20
2012_01_05 00:29:16	52.30	30.10	38.00	58.00	170.40	32.00	23.40
2012_01_05 00:35:31	52.40	30.10	37.80	57.40	176.00	33.00	19.80
2012_01_05 00:41:45	52.60	30.10	37.90	57.20	157.40	40.00	25.00
2012_01_05 00:48:00	52.50	30.10	38.00	57.80	170.60	43.00	26.80
2012_01_05 00:54:15	51.90	30.10	38.20	59.40	175.20	47.00	26.00
2012_01_05 01:00:30	51.30	30.10	38.50	61.40	156.20	47.00	27.00
2012_01_05 01:06:45	50.90	30.10	38.50	62.20	156.20	34.00	25.00
2012_01_05 01:12:59	51.20	30.10	38.50	61.80	170.60	52.00	29.20
2012_01_05 01:19:15	51.60	30.10	38.30	60.40	155.60	52.00	24.40
2012_01_05 01:25:29	51.60	30.10	38.50	60.80	151.60	52.00	23.00
2012_01_05 01:31:44	51.50	30.10	38.50	60.80	153.80	54.00	33.20
2012_01_05 01:37:58	51.50	30.10	38.50	61.00	150.80	56.00	29.00
2012_01_05 01:44:12	51.40	30.10	38.40	61.00	167.00	60.00	18.00
2012_01_05 01:50:25	51.20	30.10	38.30	61.40	139.80	60.00	32.80
2012_01_05 01:56:39	51.00	30.10	38.50	62.00	132.60	60.00	29.20
2012_01_05 02:02:54	50.70	30.10	38.20	62.00	132.60	60.00	28.20
2012_01_05 02:09:09	50.60	30.10	38.40	62.80	142.00	57.00	26.80
2012_01_05 02:15:24	50.20	30.10	38.40	63.60	154.00	57.00	34.00
2012_01_05 02:21:38	49.90	30.10	38.60	65.00	161.00	57.00	32.40
2012_01_05 02:27:52	49.50	30.10	38.60	66.20	147.60	57.00	25.80
2012_01_05 02:34:07	49.10	30.10	38.60	67.00	137.00	57.00	22.80
2012_01_05 02:40:22	48.90	30.10	38.60	67.60	148.80	56.00	31.40
2012_01_05 02:46:37	48.50	30.10	38.60	68.40	153.00	56.00	25.80
2012_01_05 02:52:53	48.50	30.10	38.80	69.00	162.80	56.00	26.60
2012_01_05 03:00:25	48.50	30.10	38.60	68.40	141.60	56.00	28.80
2012_01_05 03:06:40	48.30	30.10	38.60	69.20	148.20	46.00	24.40
2012_01_05 03:12:54	48.20	30.10	39.00	70.20	163.80	46.00	25.80
2012_01_05 03:19:08	48.10	30.10	38.90	70.20	146.20	46.00	26.80
2012_01_05 03:25:22	48.00	30.10	38.80	70.20	150.80	50.00	24.60
2012_01_05 03:31:35	48.00	30.10	38.90	70.60	125.00	50.00	22.60
2012_01_05 03:37:50	47.80	30.10	39.00	71.40	146.40	46.00	28.60
2012_01_05 03:44:05	47.80	30.10	38.90	71.00	148.80	46.00	22.80
2012_01_05 03:50:21	47.80	30.10	38.70	70.60	160.60	49.00	23.40
2012_01_05 03:56:37	47.60	30.10	38.90	71.60	151.60	49.00	26.20
2012_01_05 04:10:19	47.40	30.10	38.50	71.00	167.00	59.00	25.60
2012_01_05 04:16:34	47.40	30.10	38.40	70.60	149.80	59.00	24.60
2012_01_05 04:22:49	47.30	30.10	38.50	71.20	148.40	59.00	18.00
2012_01_05 04:30:05	47.40	30.10	38.60	71.40	150.60	59.00	20.80
2012_01_05 04:36:27	47.20	30.10	38.90	72.80	145.20	38.00	24.00
2012_01_05 04:42:46	47.20	30.10	39.00	73.00	147.00	40.00	18.80
2012_01_05 04:49:06	47.40	30.10	39.00	72.40	152.20	44.00	27.40
2012_01_05 04:55:22	47.30	30.10	39.00	72.80	150.40	44.00	29.60
2012_01_05 05:01:36	47.30	30.10	38.90	72.60	163.80	48.00	23.00
2012_01_05 05:07:50	47.40	30.10	38.50	71.00	140.20	49.00	23.00
2012_01_05 05:14:04	47.40	30.10	38.50	71.20	152.60	49.00	20.00
2012_01_05 05:20:18	47.20	30.10	38.70	72.20	133.20	50.00	22.60
2012_01_05 05:26:34	47.10	30.10	38.90	73.00	141.40	50.00	12.00
2012_01_05 05:32:50	47.00	30.10	39.10	73.60	139.20	50.00	21.20
2012_01_05 05:39:04	46.90	30.10	39.20	74.20	102.80	33.00	19.80
2012_01_05 05:45:21	46.90	30.10	39.10	74.00	130.40	35.00	21.00
2012_01_05 05:51:36	46.80	30.10	39.00	74.00	134.60	38.00	19.60
2012_01_05 05:57:51	46.80	30.10	39.10	74.20	138.00	45.00	17.80
2012_01_05 06:04:07	46.60	30.10	38.90	74.20	176.40	45.00	 8.00
2012_01_05 06:10:21	46.60	30.10	38.70	73.80	136.40	36.00	17.60
2012_01_05 06:16:35	46.60	30.10	38.00	72.00	133.20	50.00	22.00
2012_01_05 06:22:49	46.40	30.10	38.00	72.20	137.20	50.00	25.60
2012_01_05 06:29:18	46.10	30.10	37.80	72.60	147.40	50.00	33.40
2012_01_05 06:35:33	46.20	30.10	37.10	70.40	140.00	56.00	29.00
2012_01_05 06:41:47	46.30	30.10	36.30	68.00	140.80	56.00	21.40
2012_01_05 06:48:01	46.10	30.10	36.40	68.80	162.00	56.00	16.80
2012_01_05 06:54:14	45.90	30.10	36.80	70.20	148.40	56.00	27.00
2012_01_05 07:00:28	45.70	30.10	37.20	72.00	143.80	56.00	23.00
2012_01_05 07:06:41	45.60	30.10	36.90	71.20	162.60	41.00	25.20
2012_01_05 07:12:55	45.50	30.10	36.60	70.60	160.40	46.00	20.40
2012_01_05 07:19:09	45.50	30.10	36.40	70.40	157.00	46.00	21.20
2012_01_05 07:25:22	45.20	30.10	36.90	72.60	149.40	46.00	20.00
2012_01_05 07:31:36	45.20	30.10	36.70	72.00	137.80	46.00	22.20
2012_01_05 07:37:49	45.20	30.10	36.60	71.80	110.40	39.00	16.00
2012_01_05 07:44:03	45.20	30.10	36.10	70.40	158.20	44.00	19.40
2012_01_05 07:50:17	44.90	30.20	35.50	69.20	169.40	44.00	24.40
2012_01_05 07:56:31	44.80	30.20	34.70	67.60	175.80	44.00	19.60
2012_01_05 08:02:44	44.80	30.20	34.30	66.40	172.40	44.00	22.60
2012_01_05 08:08:58	44.70	30.20	34.10	66.00	172.80	39.00	20.00
2012_01_05 08:15:12	44.70	30.20	33.30	64.00	178.60	39.00	21.80
2012_01_05 08:21:26	44.60	30.20	33.40	64.60	172.60	40.00	22.20
2012_01_05 08:27:40	44.40	30.20	33.00	64.00	168.80	42.00	21.80
2012_01_05 08:33:53	44.30	30.20	32.70	63.60	159.60	42.00	26.00
2012_01_05 08:40:07	44.30	30.20	32.40	62.80	158.80	53.00	21.00
2012_01_05 08:46:21	44.10	30.20	32.50	63.40	157.20	53.00	23.20
2012_01_05 08:52:35	44.00	30.20	32.30	63.20	155.20	53.00	17.60
2012_01_05 08:58:48	44.00	30.20	32.00	62.60	146.80	53.00	19.40
2012_01_05 09:05:02	44.00	30.20	32.10	62.60	153.60	53.00	23.20
2012_01_05 09:11:15	43.90	30.20	32.00	62.60	156.60	38.00	22.20
2012_01_05 09:17:29	43.90	30.20	31.60	61.80	164.00	39.00	22.40
2012_01_05 09:23:42	43.70	30.20	32.00	63.20	153.80	39.00	20.40
2012_01_05 09:29:56	43.70	30.20	32.00	63.20	161.00	39.00	16.60
2012_01_05 09:36:10	43.80	30.20	31.70	62.20	135.60	46.00	18.20
2012_01_05 09:42:24	44.00	30.20	31.60	61.40	140.00	46.00	16.80
2012_01_05 09:48:37	44.30	30.20	31.70	61.00	162.40	46.00	17.40
2012_01_05 09:54:50	44.20	30.20	31.50	60.80	168.80	46.00	14.20
2012_01_05 10:01:04	44.20	30.20	31.80	61.60	152.80	46.00	20.00
2012_01_05 10:07:24	43.80	30.20	32.00	62.80	157.20	41.00	21.80
2012_01_05 10:13:46	43.60	30.20	32.10	63.60	172.80	47.00	24.20
2012_01_05 10:20:00	43.70	30.20	32.00	63.40	144.00	47.00	18.60
2012_01_05 10:26:14	43.90	30.20	31.90	62.60	131.20	48.00	13.00
2012_01_05 10:32:27	43.90	30.20	32.00	62.80	130.00	48.00	19.00
2012_01_05 10:38:41	44.00	30.20	32.00	62.60	113.40	42.00	16.60
2012_01_05 10:44:54	44.00	30.20	31.80	62.00	156.00	42.00	18.40
2012_01_05 10:51:08	44.10	30.20	31.70	61.60	169.80	42.00	 8.40
2012_01_05 10:57:22	44.10	30.20	31.50	61.00	141.20	42.00	14.00
2012_01_05 11:03:36	43.80	30.20	31.10	60.80	159.20	54.00	21.40
2012_01_05 11:09:49	44.00	30.20	31.40	61.00	121.40	50.00	20.80
2012_01_05 11:16:03	44.00	30.20	31.00	60.00	133.40	50.00	10.60
